"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"76",3.84699179926469e-19,0.449725314054544,0.757,0.716,8.88578165794158e-15,"1","GNB2L1"
"77",8.72731244606791e-19,0.451033410933178,0.731,0.634,2.01583462879277e-14,"1","RP11-371A22.1"
"78",1.51193426886863e-16,0.481686152318029,0.665,0.54,3.49226577423276e-12,"1","RPS24"
"79",1.92637845533766e-16,0.560425196717777,0.655,0.562,4.44954895613894e-12,"1","RP11-234A1.1"
"80",3.07498267296854e-15,0.481386375552507,0.625,0.499,7.10259497802273e-11,"1","RPL36A"
"81",3.68491209203569e-15,0.54359055869391,0.556,0.421,8.51140995018404e-11,"1","AC011933.2"
"82",4.63420215757425e-15,0.497645750999559,0.604,0.499,1.0704080143565e-10,"1","RP3-486I3.4"
"83",5.79480408803746e-15,0.54474224866837,0.542,0.412,1.33848384825489e-10,"1","CTD-3035D6.1"
"84",1.76852628309859e-13,0.513228328308011,0.572,0.463,4.08494200870111e-09,"1","AC004453.8"
"85",8.87682552565371e-13,0.680739469408155,0.275,0.155,2.05036915991549e-08,"1","MYCN"
"86",2.29749335569608e-12,0.467299247790371,0.546,0.443,5.30675015298681e-08,"1","RPL14P1"
"87",2.58687375458767e-11,0.497609485521896,0.488,0.364,5.97516099834661e-07,"1","CTD-2192J16.15"
"88",1.01518457085285e-10,0.442496522071363,0.267,0.151,2.34487332175592e-06,"1","RP4-800G7.1"
"89",1.60618604794376e-10,0.465640963785949,0.506,0.408,3.70996853354049e-06,"1","RP11-83J16.1"
"90",4.95137820871765e-10,0.480725860096406,0.51,0.417,1.1436693386496e-05,"1","RPL37P2"
"91",5.10842178266925e-10,0.466594126222376,0.283,0.173,1.17994326336094e-05,"1","AGAP2-AS1"
"92",7.37948696337056e-10,0.431474555362269,0.52,0.424,1.70451389879933e-05,"1","RPS2P46"
"93",3.94766771922889e-09,0.448731178005233,0.456,0.35,9.11832289787489e-05,"1","RP11-122G18.7"
"94",4.68721562520782e-09,0.439635890073353,0.53,0.445,0.00010826530651105,"1","RP11-864N7.2"
"95",2.53090974939264e-08,0.46590311093405,0.273,0.175,0.000584589533914711,"1","KB-1683C8.1"
"96",6.51694921563801e-08,0.448208516834634,0.357,0.261,0.00150528492982807,"1","EIF4EBP1"
"97",4.18607352058086e-07,0.445272240399081,0.357,0.263,0.00966899261783766,"1","RP11-543P15.1"
"98",9.53569703261285e-07,0.477901413413638,0.41,0.329,0.0220255530059292,"1","AC079250.1"
"99",9.5494536018074e-07,0.443064859067434,0.343,0.248,0.0220573279294547,"1","PCP4"
"100",1.73183529417601e-06,0.447709583546138,0.317,0.233,0.0400019316248775,"1","SC22CB-1E7.1"
"101",8.99940529568486e-128,1.71740205120637,0.634,0.159,2.07868263519729e-123,"2","OLIG1"
"102",2.26333141329878e-125,1.34355357968503,0.722,0.22,5.22784289843753e-121,"2","SMOC1"
"103",5.64551061365621e-75,1.19549756658869,0.45,0.118,1.30400004154231e-70,"2","DLL3"
"104",2.11237838007954e-69,0.903635112631036,0.724,0.338,4.87917158230772e-65,"2","PTPRZ1"
"105",6.5799474871032e-67,1.04487228492292,0.692,0.333,1.5198362705711e-62,"2","SCD5"
"106",3.24818528848855e-55,0.983578874807706,0.338,0.085,7.50265837935085e-51,"2","OLIG2"
"107",2.39848994597603e-54,0.72495375450916,0.717,0.34,5.54003207721544e-50,"2","BCAN"
"108",1.54174427664859e-49,0.906387982550383,0.463,0.172,3.5611209302029e-45,"2","FGF12"
"109",8.44293030895582e-49,0.600833676402731,0.904,0.744,1.95014804276262e-44,"2","MARCKS"
"110",4.70586202439899e-47,0.832658399888864,0.34,0.096,1.08696001039568e-42,"2","TNR"
"111",3.10992963586223e-45,0.591309188710784,0.867,0.644,7.18331547291459e-41,"2","DBI"
"112",2.49915439436123e-39,0.824000478176138,0.3,0.089,5.77254682009557e-35,"2","SOX6"
"113",2.39279877843376e-37,0.857305522349524,0.302,0.094,5.5268866184263e-33,"2","CCND1"
"114",9.56049856184291e-37,0.820186624692933,0.456,0.206,2.20828395781447e-32,"2","GRIA2"
"115",1.3852789668451e-36,0.807689781412317,0.533,0.268,3.1997173576188e-32,"2","CADM2"
"116",1.47721447852005e-35,0.735295406269032,0.651,0.395,3.4120700024856e-31,"2","CCND2"
"117",2.53932966453981e-35,0.757067408077495,0.298,0.094,5.86534365915404e-31,"2","SHD"
"118",6.19328184078859e-35,0.694209658975038,0.675,0.386,1.43052423958535e-30,"2","SCRG1"
"119",2.07152766069883e-32,0.701350516850614,0.478,0.222,4.78481459068216e-28,"2","S100B"
"120",1.84277163410603e-31,0.745378606306941,0.255,0.078,4.25643392045812e-27,"2","SOX8"
"121",2.24204718414186e-31,0.703313279032507,0.503,0.258,5.17868058593088e-27,"2","VCAN"
"122",3.39063552763427e-31,0.829650307860287,0.274,0.091,7.83168994172964e-27,"2","RP11-161M6.2"
"123",9.12755543602977e-31,0.726489735086876,0.469,0.232,2.10828275461416e-26,"2","HES6"
"124",1.01024212129503e-29,0.77997605563317,0.281,0.095,2.33345725176727e-25,"2","NPPA"
"125",3.60224874216199e-29,0.680237811322598,0.636,0.423,8.32047414464575e-25,"2","FXYD6"
"126",5.38669083261956e-28,0.688047584131112,0.306,0.117,1.24421784851847e-23,"2","SOX10"
"127",5.79937064264142e-28,0.690563496010314,0.385,0.174,1.33953863103731e-23,"2","ZNF462"
"128",2.48607826059839e-27,0.57792905622095,0.642,0.398,5.74234356633015e-23,"2","QKI"
"129",5.15809266956052e-25,0.552412271032548,0.672,0.462,1.19141624481509e-20,"2","NCAM1"
"130",1.77625253371171e-24,0.507155509978159,0.332,0.138,4.10278810236732e-20,"2","NKAIN4"
"131",4.13043373555497e-24,0.61127584651373,0.274,0.105,9.54047584238487e-20,"2","HRASLS"
"132",4.27535502816048e-24,0.768733056456777,0.3,0.125,9.87521504404507e-20,"2","GLCCI1"
"133",5.90849141961175e-23,0.718202513976683,0.396,0.203,1.36474334810192e-18,"2","GADD45G"
"134",6.31639095310658e-22,0.51666948994969,0.381,0.185,1.45895998234856e-17,"2","SIRT2"
"135",8.66974921755949e-22,0.55025357666553,0.272,0.111,2.00253867427189e-17,"2","TCF12"
"136",1.7374202296389e-21,0.553214803002122,0.48,0.279,4.01309324641993e-17,"2","SETD5"
"137",2.58898008208657e-20,0.61255157702051,0.274,0.117,5.98002619360356e-16,"2","PLPPR1"
"138",3.90604232934953e-20,0.531128679646614,0.251,0.101,9.02217657233155e-16,"2","AMOTL2"
"139",1.30772582327734e-18,0.514333905725367,0.358,0.184,3.020585106606e-14,"2","DST"
"140",7.14326051730924e-18,0.725274421858165,0.435,0.253,1.64995031428809e-13,"2","ISG15"
"141",3.6160465321461e-17,0.597133098241639,0.259,0.117,8.35234427995106e-13,"2","LRRN1"
"142",5.9282370401087e-17,0.596246326644618,0.274,0.129,1.36930419152431e-12,"2","TAOK3"
"143",1.04610408306384e-16,0.506086298350994,0.4,0.228,2.41629121106085e-12,"2","PCBP4"
"144",2.95904012278432e-16,0.596479759366898,0.34,0.185,6.83479087560721e-12,"2","MIDN"
"145",3.48895665716918e-16,0.507468235209139,0.632,0.471,8.05879208672937e-12,"2","MAP2"
"146",4.92414082530057e-16,0.55366976230395,0.328,0.175,1.13737804782793e-11,"2","LIMA1"
"147",3.80847109952158e-15,0.506099891506294,0.315,0.166,8.79680654567495e-11,"2","METRN"
"148",9.5824185868576e-14,0.630640007877633,0.368,0.221,2.21334704519237e-09,"2","RP11-849I19.1"
"149",3.49244454004104e-13,0.657503530478792,0.332,0.192,8.0668483985868e-09,"2","ETV1"
"150",2.31888133654151e-12,0.603728651460247,0.552,0.419,5.35615211114357e-08,"2","IFI6"
"151",9.84096371184417e-277,2.30026537266099,0.812,0.08,2.27306579816177e-272,"3","UBE2C"
"152",7.79863949939937e-247,1.87129680511033,0.6,0.031,1.80132975157127e-242,"3","CDC20"
"153",3.05876823598403e-245,2.30164392350419,0.876,0.139,7.06514287147591e-241,"3","PTTG1"
"154",3.12654925425341e-216,1.72075391431538,0.558,0.033,7.22170346747453e-212,"3","CCNB1"
"155",1.65525101404019e-209,1.74166654259775,0.612,0.049,3.82329879223004e-205,"3","CDKN3"
"156",2.11713214777114e-203,1.92235655044265,0.685,0.079,4.89015183492178e-199,"3","TOP2A"
"157",2.38898291272892e-180,1.46149655671596,0.548,0.046,5.51807273182127e-176,"3","TPX2"
"158",1.93981516811245e-176,1.72869636029902,0.612,0.07,4.48058507530613e-172,"3","CENPF"
"159",1.66912353117796e-172,1.85671956065001,0.842,0.211,3.85534153231486e-168,"3","HMGB2"
"160",5.27204481664623e-172,1.52595783569665,0.539,0.048,1.21773691174895e-167,"3","ECT2"
"161",8.16981146618346e-156,1.51821929492013,0.545,0.06,1.88706305245906e-151,"3","NUF2"
"162",8.26567862547068e-149,1.45034086494646,0.606,0.087,1.90920644891122e-144,"3","BIRC5"
"163",5.67316965610474e-148,1.38326820670121,0.479,0.044,1.31038872716707e-143,"3","FAM64A"
"164",8.5151055693069e-146,1.32145653988987,0.439,0.034,1.96681908439851e-141,"3","TROAP"
"165",8.21480226393778e-132,1.23991609158402,0.421,0.037,1.89745502692435e-127,"3","TACC3"
"166",1.57514705337315e-131,1.35261931464743,0.473,0.051,3.63827466388131e-127,"3","KIF2C"
"167",2.53906445551011e-130,1.19664584116028,0.336,0.018,5.86473107933725e-126,"3","CENPE"
"168",8.36235757431793e-130,1.32472501220698,0.439,0.043,1.93153735251596e-125,"3","NUSAP1"
"169",1.36204103425467e-124,1.12812051332881,0.358,0.024,3.14604238092143e-120,"3","PTTG3P"
"170",9.80287605218664e-124,1.22821748755281,0.494,0.062,2.26426831053407e-119,"3","FOXM1"
"171",1.1532529886397e-123,1.13070007748715,0.348,0.023,2.66378375315998e-119,"3","CCNB2"
"172",2.08808480798839e-123,1.06263385188641,0.297,0.012,4.82305828949159e-119,"3","DLGAP5"
"173",8.14354298096056e-123,1.06785020208242,0.327,0.019,1.88099555774227e-118,"3","CDCA8"
"174",1.51877023663122e-122,1.21775693802,0.476,0.058,3.5080554925708e-118,"3","RACGAP1"
"175",5.37823224911181e-121,1.02205085212682,0.306,0.015,1.24226408489985e-116,"3","ASPM"
"176",1.2981409962106e-120,1.24347686118966,0.442,0.049,2.99844607304724e-116,"3","PBK"
"177",2.15154229560519e-118,1.10433407042366,0.385,0.034,4.96963239438886e-114,"3","CDK1"
"178",6.3036582951973e-118,1.50973700531377,0.703,0.178,1.45601899302467e-113,"3","CKS2"
"179",1.97845553258113e-116,1.01111143195759,0.276,0.011,4.56983658915589e-112,"3","CDCA3"
"180",4.14717780980406e-115,1.12256856751726,0.373,0.032,9.57915130508541e-111,"3","NMU"
"181",1.19606632240057e-114,1.36220806258649,0.591,0.113,2.76267399148083e-110,"3","CKS1B"
"182",3.90332561307125e-112,1.15269946107754,0.406,0.043,9.01590150107197e-108,"3","AURKB"
"183",3.436740249693e-110,1.5109072704391,0.779,0.26,7.93818262874089e-106,"3","TUBB4B"
"184",3.97175440237589e-107,1.48705303710263,0.797,0.296,9.17395831860782e-103,"3","UBE2S"
"185",2.02486255172072e-102,1.29160323633827,0.524,0.096,4.67702752196453e-98,"3","KPNA2"
"186",2.36090749862841e-93,1.14621119833682,0.515,0.098,5.4532241403319e-89,"3","MAD2L1"
"187",2.8499300198169e-92,0.97775664858282,0.276,0.02,6.58276835977307e-88,"3","TTK"
"188",6.65199717806247e-90,1.12628485032826,0.87,0.439,1.53647830818887e-85,"3","HMGN2"
"189",6.21946487699192e-88,1.01422449591695,0.376,0.051,1.43657199728759e-83,"3","KIFC1"
"190",1.3444305801459e-87,1.18871887321495,0.467,0.085,3.10536575402101e-83,"3","CKAP2"
"191",1.07484422741411e-84,1.11118657244381,0.488,0.099,2.48267519648112e-80,"3","UBE2T"
"192",2.76621100035898e-77,1.22717735443639,0.979,0.718,6.38939416862918e-73,"3","RP11-620J15.3"
"193",7.79083717682992e-72,0.995744646780544,0.848,0.474,1.79952757110418e-67,"3","NUCKS1"
"194",1.4073554018915e-71,1.04292310049887,0.373,0.066,3.25070950728899e-67,"3","MZT1"
"195",3.13536681455075e-70,1.13062666021257,0.67,0.247,7.24207026824933e-66,"3","TMPO"
"196",2.74840347609645e-68,1.00570833322422,0.4,0.078,6.34826234908759e-64,"3","ANP32E"
"197",2.44745883323865e-67,1.0799279286595,0.406,0.083,5.65314041301463e-63,"3","CDKN2C"
"198",2.32694719743468e-63,1.17841373419927,0.639,0.248,5.37478263663462e-59,"3","ARL6IP1"
"199",4.65763552412837e-56,0.970076646909275,0.424,0.108,1.07582065336317e-51,"3","H2AFX"
"200",7.24928367494386e-52,0.959724741610396,0.564,0.207,1.67443954323853e-47,"3","RAD21"
"201",8.33835015720306e-234,2.30218266053757,0.581,0.028,1.92599211931076e-229,"4","AQP4"
"202",6.82647543444252e-231,2.5278335131205,0.816,0.099,1.57677929584753e-226,"4","ID3"
"203",1.67442614701435e-220,2.53189686646244,0.787,0.092,3.86758951437376e-216,"4","GFAP"
"204",6.26299813876338e-214,2.06697918394495,0.498,0.018,1.44662731009157e-209,"4","ATP1A2"
"205",5.23487247168076e-199,2.07276613287582,0.516,0.027,1.20915084350882e-194,"4","AGT"
"206",7.83925203868762e-189,2.4201073379354,0.635,0.059,1.81071043589607e-184,"4","APOE"
"207",3.56535252651185e-165,2.06791908109171,0.827,0.159,8.23525126573707e-161,"4","MT3"
"208",2.59783167991114e-155,1.94332372629871,0.736,0.118,6.00047161425874e-151,"4","SPARCL1"
"209",4.94356306217345e-148,1.85238940197036,0.657,0.103,1.14186419610082e-143,"4","PON2"
